# SignalP-5.0	Organism: Eukarya	Timestamp: 20191022231331
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8N9R0	OTHER	0.004245	0.995755	
Q13166	OTHER	0.001040	0.998960	
Q4G176	OTHER	0.003357	0.996643	
Q8NEP4	OTHER	0.000932	0.999068	
Q13137	OTHER	0.000672	0.999328	
Q8WXH4	OTHER	0.000700	0.999300	
Q495Z4	OTHER	0.001851	0.998149	
Q8N1N5	OTHER	0.009697	0.990303	
Q86W74	OTHER	0.000851	0.999149	
Q05901	SP(Sec/SPI)	0.953671	0.046329	CS pos: 18-19. SSA-TT. Pr: 0.6962
O15265	OTHER	0.000622	0.999378	
Q0P651	OTHER	0.002193	0.997807	
A6ND91	OTHER	0.001284	0.998716	
Q4UJ75	OTHER	0.002614	0.997386	
O00230	SP(Sec/SPI)	0.980612	0.019388	CS pos: 19-20. ATA-AL. Pr: 0.4762
Q6UWZ7	OTHER	0.129284	0.870716	
Q6NT52	SP(Sec/SPI)	0.999348	0.000652	CS pos: 18-19. TWA-SK. Pr: 0.9795
Q92572	OTHER	0.000662	0.999338	
Q9BUJ0	OTHER	0.252445	0.747555	
Q9NP55	SP(Sec/SPI)	0.854605	0.145395	CS pos: 19-20. TMA-QF. Pr: 0.5853
Q8IW19	OTHER	0.000996	0.999004	
Q13541	OTHER	0.004153	0.995847	
Q9BQP9	SP(Sec/SPI)	0.922303	0.077697	CS pos: 21-22. LAP-HK. Pr: 0.2488
P56378	OTHER	0.000676	0.999324	
Q13542	OTHER	0.002231	0.997769	
H0YKK7	OTHER	0.001961	0.998039	
Q9BXJ1	SP(Sec/SPI)	0.923398	0.076602	CS pos: 25-26. VLS-RV. Pr: 0.4516
P05067	SP(Sec/SPI)	0.998792	0.001208	CS pos: 17-18. ARA-LE. Pr: 0.9796
Q9BR46	OTHER	0.001459	0.998541	
P50052	OTHER	0.002511	0.997489	
Q5T1B1	OTHER	0.011913	0.988087	
P80162	SP(Sec/SPI)	0.997434	0.002566	CS pos: 37-38. ASA-GP. Pr: 0.9287
P49916	OTHER	0.001194	0.998806	
Q6UWF9	SP(Sec/SPI)	0.905792	0.094208	CS pos: 17-18. AEA-SM. Pr: 0.8306
Q6P2I7	OTHER	0.002071	0.997929	
A6NL82	OTHER	0.000296	0.999704	
O95661	OTHER	0.002793	0.997207	
P56177	OTHER	0.002236	0.997764	
O00222	OTHER	0.418340	0.581660	
Q9NX36	OTHER	0.006940	0.993060	
Q9Y5M1	OTHER	0.003682	0.996318	
Q7L190	OTHER	0.001056	0.998944	
Q13003	SP(Sec/SPI)	0.832321	0.167679	CS pos: 31-32. SRG-MP. Pr: 0.8043
O00548	SP(Sec/SPI)	0.996691	0.003309	CS pos: 21-22. VWS-SG. Pr: 0.7278
Q12882	OTHER	0.001068	0.998932	
O43927	SP(Sec/SPI)	0.998841	0.001159	CS pos: 22-23. VQG-VL. Pr: 0.9609
Q9H4I9	OTHER	0.003652	0.996348	
P20036	SP(Sec/SPI)	0.620254	0.379746	CS pos: 31-32. AGA-IK. Pr: 0.3933
Q9Y261	OTHER	0.003310	0.996690	
Q99895	SP(Sec/SPI)	0.974245	0.025755	CS pos: 18-19. SCG-VP. Pr: 0.3491
Q96DE9	OTHER	0.002725	0.997275	
Q2LD37	OTHER	0.000160	0.999840	
P30301	OTHER	0.009740	0.990260	
P52597	OTHER	0.003945	0.996055	
O75121	SP(Sec/SPI)	0.928139	0.071861	CS pos: 28-29. ATA-KS. Pr: 0.7251
Q2TB90	OTHER	0.003153	0.996847	
Q9NPA3	OTHER	0.001997	0.998003	
Q8NEH6	OTHER	0.000254	0.999746	
Q8N1E2	SP(Sec/SPI)	0.999635	0.000365	CS pos: 19-20. SES-SN. Pr: 0.9761
Q9HCC0	OTHER	0.017079	0.982921	
Q96QE4	SP(Sec/SPI)	0.907297	0.092703	CS pos: 25-26. KEA-QP. Pr: 0.4086
Q9GZX6	SP(Sec/SPI)	0.933693	0.066307	CS pos: 33-34. GAA-AP. Pr: 0.6825
Q8NI32	OTHER	0.439669	0.560331	
Q9NVR2	OTHER	0.001186	0.998814	
Q9BYW1	OTHER	0.183800	0.816200	
A0AVF1	OTHER	0.000713	0.999287	
Q95460	SP(Sec/SPI)	0.940762	0.059238	CS pos: 22-23. SDS-RT. Pr: 0.7389
Q15048	OTHER	0.028327	0.971673	
Q969F8	OTHER	0.004788	0.995212	
Q96M15	OTHER	0.000698	0.999302	
P28161	OTHER	0.002557	0.997443	
P0CF74	OTHER	0.003164	0.996836	
Q969S8	OTHER	0.000911	0.999089	
Q9H5V7	OTHER	0.000480	0.999520	
Q9H2A2	OTHER	0.001481	0.998519	
Q8TD16	OTHER	0.000266	0.999734	
Q9NR80	OTHER	0.007372	0.992628	
Q8IYL3	OTHER	0.000788	0.999212	
P52907	OTHER	0.000478	0.999522	
Q9Y5P4	OTHER	0.002351	0.997649	
Q9UF02	OTHER	0.183197	0.816803	
O95813	SP(Sec/SPI)	0.950721	0.049279	CS pos: 17-18. GKT-TR. Pr: 0.6762
Q8IWA6	OTHER	0.000767	0.999233	
Q8N4L8	OTHER	0.000872	0.999128	
Q02224	OTHER	0.001281	0.998719	
Q2M243	OTHER	0.000728	0.999272	
Q6PD74	OTHER	0.057414	0.942586	
Q9NTU7	SP(Sec/SPI)	0.997437	0.002563	CS pos: 27-28. VWA-QN. Pr: 0.9814
Q86UW7	OTHER	0.000374	0.999626	
O14497	OTHER	0.001452	0.998548	
Q8NEM8	OTHER	0.000390	0.999610	
A6NNP5	OTHER	0.000182	0.999818	
Q5FYB0	OTHER	0.028175	0.971825	
Q9NU02	OTHER	0.000288	0.999712	
P20020	OTHER	0.000734	0.999266	
P09525	OTHER	0.000588	0.999412	
A0A1W2PPM1	OTHER	0.001500	0.998500	
Q6HA08	SP(Sec/SPI)	0.962744	0.037256	CS pos: 23-24. ILG-AP. Pr: 0.7771
Q9P2W7	OTHER	0.085648	0.914352	
Q9NWW5	OTHER	0.013829	0.986171	
Q96KN2	SP(Sec/SPI)	0.978401	0.021599	CS pos: 26-27. MFS-SP. Pr: 0.7195
Q8N9I5	OTHER	0.001169	0.998831	
Q14137	OTHER	0.001932	0.998068	
Q96LM1	OTHER	0.008202	0.991798	
P24539	OTHER	0.068899	0.931101	
Q7Z7L8	OTHER	0.078808	0.921192	
Q8N1N0	OTHER	0.000481	0.999519	
P02760	SP(Sec/SPI)	0.999395	0.000605	CS pos: 19-20. VSA-GP. Pr: 0.8803
Q9P2N4	SP(Sec/SPI)	0.815984	0.184016	CS pos: 20-21. AEM-GS. Pr: 0.4004
Q5W186	SP(Sec/SPI)	0.753596	0.246404	CS pos: 28-29. TYA-WC. Pr: 0.3459
Q96KA5	OTHER	0.239863	0.760137	
Q9NQ79	SP(Sec/SPI)	0.995071	0.004929	CS pos: 27-28. TEG-SQ. Pr: 0.8650
Q6UB99	OTHER	0.000788	0.999212	
Q96A23	OTHER	0.002662	0.997338	
P21397	OTHER	0.002218	0.997782	
Q9P0K9	OTHER	0.101667	0.898333	
P56377	OTHER	0.001480	0.998520	
Q2KHT3	OTHER	0.001222	0.998778	
Q9UNU6	OTHER	0.239689	0.760311	
Q16619	OTHER	0.000801	0.999199	
Q6PL18	OTHER	0.000368	0.999632	
A6NJJ6	OTHER	0.002014	0.997986	
Q49AN0	OTHER	0.005458	0.994542	
A6NER3	OTHER	0.001478	0.998522	
Q8IZT9	OTHER	0.000241	0.999759	
Q9NQI0	OTHER	0.000449	0.999551	
Q96M60	OTHER	0.001400	0.998600	
Q9Y2G8	SP(Sec/SPI)	0.735968	0.264032	CS pos: 25-26. LSA-LD. Pr: 0.5356
Q9Y3R0	OTHER	0.001754	0.998246	
P12724	SP(Sec/SPI)	0.997217	0.002783	CS pos: 23-24. VEG-SL. Pr: 0.8314
Q75LS8	OTHER	0.000924	0.999076	
Q9ULW2	SP(Sec/SPI)	0.978842	0.021158	CS pos: 20-21. CAA-IS. Pr: 0.3605
Q92796	OTHER	0.005841	0.994159	
Q9Y5P6	OTHER	0.004244	0.995756	
P42263	SP(Sec/SPI)	0.966599	0.033401	CS pos: 28-29. SHG-GF. Pr: 0.8201
Q1HG43	OTHER	0.000583	0.999417	
Q9NVN8	OTHER	0.000479	0.999521	
Q08379	OTHER	0.001530	0.998470	
P62495	OTHER	0.000318	0.999682	
Q6QHC5	OTHER	0.000876	0.999124	
Q14CM0	OTHER	0.004287	0.995713	
Q5TYM5	OTHER	0.002921	0.997079	
Q6ZNA5	SP(Sec/SPI)	0.843197	0.156803	CS pos: 22-23. VAN-YP. Pr: 0.3001
Q6VB84	OTHER	0.000842	0.999158	
Q86XS8	SP(Sec/SPI)	0.993327	0.006673	CS pos: 27-28. ARA-DN. Pr: 0.9625
Q9NUL7	OTHER	0.015131	0.984869	
Q7LDG7	OTHER	0.000522	0.999478	
O60478	OTHER	0.000490	0.999510	
Q14469	OTHER	0.000686	0.999314	
Q9HCP0	OTHER	0.000697	0.999303	
A6NI47	OTHER	0.002868	0.997132	
Q8NGN6	OTHER	0.013460	0.986540	
Q8TD19	OTHER	0.002066	0.997934	
Q13113	SP(Sec/SPI)	0.561140	0.438860	CS pos: 20-21. ASC-QQ. Pr: 0.3951
P36873	OTHER	0.000341	0.999659	
Q8NEN9	OTHER	0.080193	0.919807	
Q8NGQ4	OTHER	0.000365	0.999635	
Q8WX92	OTHER	0.001328	0.998672	
Q8NGX0	OTHER	0.000402	0.999598	
Q96CB9	OTHER	0.000442	0.999558	
P43121	SP(Sec/SPI)	0.994270	0.005730	CS pos: 23-24. VAG-VP. Pr: 0.8335
Q330K2	OTHER	0.001084	0.998916	
Q8NE18	OTHER	0.001319	0.998681	
Q16512	OTHER	0.000660	0.999340	
P0DPF2	OTHER	0.000569	0.999431	
Q8N4C6	OTHER	0.000183	0.999817	
Q99102	SP(Sec/SPI)	0.964785	0.035215	CS pos: 27-28. VVP-GT. Pr: 0.3984
P43115	OTHER	0.004749	0.995251	
Q9Y6K9	OTHER	0.001858	0.998142	
Q92802	OTHER	0.000835	0.999165	
Q96DU9	OTHER	0.001619	0.998381	
A3QJZ7	OTHER	0.001445	0.998555	
Q9P215	OTHER	0.000295	0.999705	
D3DTV9	SP(Sec/SPI)	0.500938	0.499062	CS pos: 39-40. SGA-GP. Pr: 0.3959
Q9H2H8	OTHER	0.002834	0.997166	
Q8WV74	OTHER	0.003659	0.996341	
Q32P28	SP(Sec/SPI)	0.985241	0.014759	CS pos: 22-23. SQA-EV. Pr: 0.6067
Q8NGZ3	OTHER	0.000371	0.999629	
A0A1B0GUJ8	OTHER	0.009222	0.990778	
Q96DL1	OTHER	0.003240	0.996760	
Q15121	OTHER	0.000306	0.999694	
Q96C36	OTHER	0.010633	0.989367	
O75915	OTHER	0.000840	0.999160	
P26678	OTHER	0.000885	0.999115	
Q8IXY8	OTHER	0.002363	0.997637	
Q13253	SP(Sec/SPI)	0.834969	0.165031	CS pos: 27-28. AGG-QH. Pr: 0.2963
Q86YV5	OTHER	0.001290	0.998710	
Q9BXR3	OTHER	0.004324	0.995676	
Q9WJR5	OTHER	0.008198	0.991802	
P63135	OTHER	0.012059	0.987941	
P63128	OTHER	0.000795	0.999205	
Q96DR8	SP(Sec/SPI)	0.997583	0.002417	CS pos: 19-20. VSA-QN. Pr: 0.7347
Q6ZUF6	OTHER	0.003236	0.996764	
O14832	OTHER	0.008416	0.991584	
P20929	OTHER	0.000320	0.999680	
O15226	OTHER	0.000264	0.999736	
Q6ZS72	OTHER	0.001027	0.998973	
P55058	SP(Sec/SPI)	0.997693	0.002307	CS pos: 17-18. AHA-EF. Pr: 0.9800
Q9H814	OTHER	0.000593	0.999407	
Q9BX97	OTHER	0.000829	0.999171	
Q15270	OTHER	0.004065	0.995935	
Q9UD57	OTHER	0.000977	0.999023	
Q9NRI7	SP(Sec/SPI)	0.619897	0.380103	CS pos: 18-19. CVA-LL. Pr: 0.0796
P55085	SP(Sec/SPI)	0.974408	0.025592	CS pos: 24-25. CSG-TI. Pr: 0.4479
P23284	SP(Sec/SPI)	0.721743	0.278257	CS pos: 33-34. SAA-DE. Pr: 0.6298
Q969V6	OTHER	0.000554	0.999446	
Q9Y3C1	OTHER	0.000530	0.999470	
P78424	OTHER	0.001236	0.998764	
P40261	OTHER	0.000472	0.999528	
O60437	OTHER	0.000698	0.999302	
Q8TEW8	OTHER	0.002837	0.997163	
Q9BSC4	OTHER	0.001139	0.998861	
P18509	SP(Sec/SPI)	0.648516	0.351484	CS pos: 24-25. VYS-SP. Pr: 0.4462
O60391	SP(Sec/SPI)	0.886648	0.113352	CS pos: 20-21. GSA-GG. Pr: 0.3724
P43699	OTHER	0.001201	0.998799	
Q9Y6F6	OTHER	0.015070	0.984930	
P45877	SP(Sec/SPI)	0.964960	0.035040	CS pos: 28-29. AEG-FR. Pr: 0.3148
O95299	OTHER	0.011461	0.988539	
Q8WW12	OTHER	0.000502	0.999498	
O43663	OTHER	0.000718	0.999282	
Q5SGD2	OTHER	0.002358	0.997642	
Q8IXM7	OTHER	0.002303	0.997697	
Q8NHP6	OTHER	0.000608	0.999392	
Q9H8H0	OTHER	0.002832	0.997168	
Q7Z3G6	OTHER	0.001527	0.998473	
Q92979	OTHER	0.000455	0.999545	
Q8N819	OTHER	0.002258	0.997742	
Q9NPF4	OTHER	0.001145	0.998855	
Q9H813	OTHER	0.001286	0.998714	
Q9NPB6	OTHER	0.000495	0.999505	
P47900	OTHER	0.001859	0.998141	
Q5JSZ5	OTHER	0.000238	0.999762	
Q5VU65	SP(Sec/SPI)	0.835250	0.164750	CS pos: 36-37. TLA-NK. Pr: 0.8074
E5RG02	OTHER	0.001136	0.998864	
O43900	OTHER	0.008977	0.991023	
Q8IZ57	OTHER	0.002207	0.997793	
Q7RTP0	OTHER	0.031366	0.968634	
Q9UGY1	OTHER	0.000315	0.999685	
Q6IN84	OTHER	0.001650	0.998350	
Q0D2K0	OTHER	0.003933	0.996067	
O94818	OTHER	0.000565	0.999435	
P36551	OTHER	0.001870	0.998130	
Q9Y2B9	OTHER	0.002091	0.997909	
Q8NA72	OTHER	0.000491	0.999509	
Q86SG6	OTHER	0.002724	0.997276	
Q96LQ0	OTHER	0.000739	0.999261	
Q6VY07	OTHER	0.000412	0.999588	
Q6WQI6	OTHER	0.005200	0.994800	
Q99784	OTHER	0.321012	0.678988	
Q6NW34	OTHER	0.001251	0.998749	
Q8TEZ7	OTHER	0.003019	0.996981	
Q8NGS4	OTHER	0.000927	0.999073	
Q9ULW8	OTHER	0.002897	0.997103	
P41271	SP(Sec/SPI)	0.982689	0.017311	CS pos: 17-18. LLA-AP. Pr: 0.6320
Q96KF2	OTHER	0.001972	0.998028	
Q8NI37	OTHER	0.033737	0.966263	
Q7Z3K3	OTHER	0.000579	0.999421	
Q0ZGT2	OTHER	0.000258	0.999742	
Q8TCE9	OTHER	0.041042	0.958958	
O95989	OTHER	0.000828	0.999172	
Q9ULN7	OTHER	0.000814	0.999186	
Q8NBZ9	OTHER	0.003450	0.996550	
Q8ND90	OTHER	0.002621	0.997379	
Q9BW91	SP(Sec/SPI)	0.522815	0.477185	CS pos: 26-27. IRS-SR. Pr: 0.2346
P08949	SP(Sec/SPI)	0.926698	0.073302	CS pos: 26-27. VAP-LS. Pr: 0.4693
Q53GA4	OTHER	0.000852	0.999148	
Q6TGC4	OTHER	0.017279	0.982721	
Q9NPB1	OTHER	0.002974	0.997026	
P53041	OTHER	0.002011	0.997989	
P63136	OTHER	0.008198	0.991802	
O76041	OTHER	0.000433	0.999567	
Q9UQG0	OTHER	0.010083	0.989917	
P63133	OTHER	0.005929	0.994071	
P35813	OTHER	0.001182	0.998818	
Q99572	OTHER	0.002138	0.997862	
O15355	OTHER	0.002461	0.997539	
Q9UMX5	SP(Sec/SPI)	0.974404	0.025596	CS pos: 31-32. ARA-GQ. Pr: 0.8595
P61601	OTHER	0.000445	0.999555	
Q92859	SP(Sec/SPI)	0.724309	0.275691	CS pos: 33-34. AAA-AR. Pr: 0.3712
P78395	OTHER	0.001881	0.998119	
Q96NZ9	SP(Sec/SPI)	0.998497	0.001503	CS pos: 20-21. AGA-VP. Pr: 0.8487
Q96QH2	OTHER	0.000595	0.999405	
P01236	SP(Sec/SPI)	0.995529	0.004471	CS pos: 28-29. VAP-LP. Pr: 0.7454
Q99551	OTHER	0.000803	0.999197	
Q9BUH6	OTHER	0.002930	0.997070	
O95007	OTHER	0.003523	0.996477	
B2RBV5	OTHER	0.000642	0.999358	
O00254	SP(Sec/SPI)	0.997784	0.002216	CS pos: 19-20. TFC-QS. Pr: 0.4977
Q5K4E3	SP(Sec/SPI)	0.990908	0.009092	CS pos: 22-23. AFQ-DS. Pr: 0.2887
Q96A00	OTHER	0.000276	0.999724	
Q53F19	OTHER	0.000922	0.999078	
P13591	SP(Sec/SPI)	0.928245	0.071755	CS pos: 19-20. AVS-LQ. Pr: 0.5837
Q8N3J5	OTHER	0.001236	0.998764	
P10163	SP(Sec/SPI)	0.996332	0.003668	CS pos: 16-17. SSA-ES. Pr: 0.6237
Q96C90	OTHER	0.001508	0.998492	
Q96MI6	OTHER	0.002418	0.997582	
Q8NGW1	OTHER	0.000692	0.999308	
O75425	OTHER	0.003098	0.996902	
P48634	OTHER	0.000359	0.999641	
Q13951	OTHER	0.000801	0.999199	
Q9NXH3	OTHER	0.002211	0.997789	
Q96D46	OTHER	0.003902	0.996098	
P09466	SP(Sec/SPI)	0.992672	0.007328	CS pos: 18-19. VPA-MD. Pr: 0.7406
O96001	OTHER	0.000888	0.999112	
P58417	SP(Sec/SPI)	0.846543	0.153457	CS pos: 21-22. VTC-AN. Pr: 0.5256
Q2TBC4	OTHER	0.051244	0.948756	
Q8N8Q9	OTHER	0.002621	0.997379	
A4D2B8	OTHER	0.002132	0.997868	
P51665	OTHER	0.007072	0.992928	
Q9P1A2	OTHER	0.000355	0.999645	
Q8NCQ7	OTHER	0.006624	0.993376	
Q9H4B0	OTHER	0.001200	0.998800	
E7EU14	OTHER	0.000734	0.999266	
Q7Z6G3	OTHER	0.001207	0.998793	
O00264	OTHER	0.003259	0.996741	
O43913	OTHER	0.001094	0.998906	
P49757	OTHER	0.000546	0.999454	
Q9UM47	SP(Sec/SPI)	0.997025	0.002975	CS pos: 39-40. GAA-AP. Pr: 0.7320
O94856	SP(Sec/SPI)	0.994683	0.005317	CS pos: 24-25. GGA-IE. Pr: 0.8700
Q6UWY2	SP(Sec/SPI)	0.860659	0.139341	CS pos: 31-32. SWG-AQ. Pr: 0.5273
Q9UL46	OTHER	0.000426	0.999574	
Q99466	SP(Sec/SPI)	0.998195	0.001805	CS pos: 23-24. VRP-RG. Pr: 0.6342
Q8N8D1	OTHER	0.003778	0.996222	
Q7Z4N8	SP(Sec/SPI)	0.878400	0.121600	CS pos: 26-27. AAA-RG. Pr: 0.3314
Q9NST1	OTHER	0.021982	0.978018	
O15496	SP(Sec/SPI)	0.956227	0.043773	CS pos: 31-32. GSG-EA. Pr: 0.4858
Q8IXK0	OTHER	0.000369	0.999631	
O15146	SP(Sec/SPI)	0.767616	0.232384	CS pos: 21-22. SGT-EK. Pr: 0.2480
Q5VVJ2	OTHER	0.000785	0.999215	
Q99436	OTHER	0.001473	0.998527	
P12694	OTHER	0.010225	0.989775	
Q01064	OTHER	0.000286	0.999714	
Q9NQN1	OTHER	0.000309	0.999691	
Q8NGV0	OTHER	0.000272	0.999728	
A6NH00	OTHER	0.003007	0.996993	
O14770	OTHER	0.002093	0.997907	
Q5U5Q3	OTHER	0.051209	0.948791	
O43504	OTHER	0.000918	0.999082	
Q9NZL9	OTHER	0.002315	0.997685	
Q8N6F8	OTHER	0.001134	0.998866	
Q9Y3C7	OTHER	0.000724	0.999276	
P20774	SP(Sec/SPI)	0.991616	0.008384	CS pos: 19-20. IKP-AP. Pr: 0.6233
P69905	OTHER	0.003384	0.996616	
P12980	OTHER	0.004232	0.995768	
Q9BYJ1	OTHER	0.002744	0.997256	
Q9NR34	OTHER	0.012864	0.987136	
Q6UY18	SP(Sec/SPI)	0.995343	0.004657	CS pos: 28-29. GSG-GS. Pr: 0.4477
A6NJ69	OTHER	0.467708	0.532292	
Q9Y663	OTHER	0.102297	0.897703	
Q12866	SP(Sec/SPI)	0.952678	0.047322	CS pos: 25-26. TEA-RE. Pr: 0.5899
Q9Y661	OTHER	0.194555	0.805445	
Q9ULI3	SP(Sec/SPI)	0.980579	0.019421	CS pos: 28-29. AAP-GT. Pr: 0.3390
Q8TF66	SP(Sec/SPI)	0.987683	0.012317	CS pos: 21-22. GLA-YH. Pr: 0.5253
Q17R60	SP(Sec/SPI)	0.839169	0.160831	CS pos: 20-21. VQG-TK. Pr: 0.7260
Q53FT3	OTHER	0.022528	0.977472	
Q7Z5L9	OTHER	0.006421	0.993579	
Q03013	OTHER	0.002587	0.997413	
P50221	OTHER	0.006959	0.993041	
Q9H9V9	OTHER	0.010011	0.989989	
Q4G148	SP(Sec/SPI)	0.681963	0.318037	CS pos: 22-23. LYA-FS. Pr: 0.2811
O15397	OTHER	0.000841	0.999159	
P01764	SP(Sec/SPI)	0.997041	0.002959	CS pos: 19-20. VQC-EV. Pr: 0.9795
P0C870	OTHER	0.001578	0.998422	
Q5VTY9	OTHER	0.040262	0.959738	
P52926	OTHER	0.001201	0.998799	
P0DP03	SP(Sec/SPI)	0.996871	0.003129	CS pos: 19-20. VQC-QV. Pr: 0.9754
O15379	OTHER	0.000302	0.999698	
P31267	OTHER	0.002927	0.997073	
Q9ULR0	OTHER	0.000890	0.999110	
P01825	SP(Sec/SPI)	0.997004	0.002996	CS pos: 19-20. VLS-QV. Pr: 0.8963
Q02846	SP(Sec/SPI)	0.930764	0.069236	CS pos: 51-52. ALS-AV. Pr: 0.7478
C9JL84	SP(Sec/SPI)	0.754238	0.245762	CS pos: 29-30. VSG-IK. Pr: 0.6415
P09105	OTHER	0.001152	0.998848	
A0A0B4J2H0	SP(Sec/SPI)	0.990717	0.009283	CS pos: 19-20. VQS-QV. Pr: 0.9142
Q5T7P3	OTHER	0.015544	0.984456	
Q12907	SP(Sec/SPI)	0.962083	0.037917	CS pos: 44-45. VTA-DI. Pr: 0.9073
Q86UK5	OTHER	0.414207	0.585793	
Q8NFR9	SP(Sec/SPI)	0.997686	0.002314	CS pos: 23-24. SDS-AG. Pr: 0.8152
Q17RG1	OTHER	0.000537	0.999463	
Q01650	OTHER	0.004765	0.995235	
P17481	OTHER	0.002351	0.997649	
Q9ULH0	OTHER	0.000584	0.999416	
P50053	OTHER	0.092494	0.907506	
Q9NWT6	OTHER	0.001756	0.998244	
P48051	OTHER	0.000546	0.999454	
Q86U70	OTHER	0.002212	0.997788	
Q3LI64	OTHER	0.093325	0.906675	
P06315	SP(Sec/SPI)	0.996552	0.003448	CS pos: 20-21. TRA-ET. Pr: 0.9132
Q9BSH5	OTHER	0.001148	0.998852	
Q8IUC3	OTHER	0.022952	0.977048	
Q8IYD2	OTHER	0.002499	0.997501	
O00139	OTHER	0.000467	0.999533	
Q13351	OTHER	0.002539	0.997461	
Q9Y5K2	SP(Sec/SPI)	0.871700	0.128300	CS pos: 26-27. VSG-SC. Pr: 0.4971
Q96S96	SP(Sec/SPI)	0.998005	0.001995	CS pos: 22-23. VTG-DE. Pr: 0.9279
P10619	SP(Sec/SPI)	0.998699	0.001301	CS pos: 28-29. GEA-AP. Pr: 0.7885
Q08AG7	OTHER	0.000880	0.999120	
Q9UQ72	SP(Sec/SPI)	0.956838	0.043162	CS pos: 34-35. TTA-QV. Pr: 0.8663
O75200	SP(Sec/SPI)	0.963866	0.036134	CS pos: 26-27. INS-LA. Pr: 0.3306
Q8NGC8	OTHER	0.000951	0.999049	
Q9Y4B5	OTHER	0.001206	0.998794	
Q9UQK1	OTHER	0.000638	0.999362	
B4DH59	OTHER	0.000525	0.999475	
Q9BZL4	OTHER	0.001618	0.998382	
Q9Y639	SP(Sec/SPI)	0.991830	0.008170	CS pos: 28-29. GAA-QN. Pr: 0.7481
Q9Y233	OTHER	0.000557	0.999443	
Q13093	SP(Sec/SPI)	0.782918	0.217082	CS pos: 21-22. VYP-FD. Pr: 0.3421
Q02750	OTHER	0.000118	0.999882	
Q8NGU4	OTHER	0.008638	0.991362	
O95168	OTHER	0.001292	0.998708	
Q8WWG1	OTHER	0.003553	0.996447	
Q96PH1	OTHER	0.001138	0.998862	
Q8NAT1	OTHER	0.236953	0.763047	
Q9BW27	OTHER	0.000363	0.999637	
Q7Z3E1	OTHER	0.000428	0.999572	
O43422	OTHER	0.001160	0.998840	
H3BUK9	OTHER	0.003881	0.996119	
Q8NA29	OTHER	0.002498	0.997502	
P01178	SP(Sec/SPI)	0.997698	0.002302	CS pos: 19-20. TSA-CY. Pr: 0.7828
Q99567	OTHER	0.000962	0.999038	
P16499	OTHER	0.000345	0.999655	
Q9NZ20	SP(Sec/SPI)	0.597878	0.402122	CS pos: 19-20. ALG-GS. Pr: 0.2790
Q9UH64	OTHER	0.002829	0.997171	
Q7Z3H0	OTHER	0.079574	0.920426	
O43242	OTHER	0.001785	0.998215	
Q9BXB4	OTHER	0.003015	0.996985	
Q8IVL1	OTHER	0.002119	0.997881	
Q149M9	OTHER	0.003524	0.996476	
Q7RTS3	OTHER	0.001186	0.998814	
Q8NGF4	OTHER	0.000707	0.999293	
A6NJU9	OTHER	0.013068	0.986932	
A6NIJ9	OTHER	0.004131	0.995869	
A6NNL0	OTHER	0.001484	0.998516	
Q8NHR9	OTHER	0.018935	0.981065	
Q9H9S0	OTHER	0.002363	0.997637	
A2RRP1	OTHER	0.001395	0.998605	
Q96T60	OTHER	0.001310	0.998690	
Q8NGP6	OTHER	0.002915	0.997085	
Q9Y6D6	OTHER	0.000837	0.999163	
A6H8Y1	OTHER	0.001168	0.998832	
P55774	SP(Sec/SPI)	0.998259	0.001741	CS pos: 20-21. CSC-AQ. Pr: 0.5700
Q8N9P6	OTHER	0.001346	0.998654	
P41208	OTHER	0.000135	0.999865	
O43707	OTHER	0.002182	0.997818	
O43313	OTHER	0.000993	0.999007	
Q9NUI1	OTHER	0.000456	0.999544	
Q8IWJ2	OTHER	0.000315	0.999685	
Q01740	OTHER	0.163130	0.836870	
P25090	OTHER	0.000241	0.999759	
O71037	OTHER	0.001048	0.998952	
Q14449	OTHER	0.000905	0.999095	
P61978	OTHER	0.000287	0.999713	
P51512	OTHER	0.225404	0.774596	
Q8TD10	OTHER	0.001056	0.998944	
A0A0C4DH62	OTHER	0.049501	0.950499	
Q02779	OTHER	0.001132	0.998868	
P55081	OTHER	0.000290	0.999710	
Q8TD08	OTHER	0.000550	0.999450	
P48740	SP(Sec/SPI)	0.998899	0.001101	CS pos: 19-20. ASA-HT. Pr: 0.8789
Q6UXD1	OTHER	0.040019	0.959981	
Q12912	OTHER	0.001383	0.998617	
O43772	OTHER	0.022369	0.977631	
O15021	OTHER	0.001309	0.998691	
P82970	OTHER	0.000470	0.999530	
Q9BY79	OTHER	0.013441	0.986559	
Q96JG8	OTHER	0.000753	0.999247	
C9JCN9	OTHER	0.000399	0.999601	
Q96GY3	OTHER	0.001217	0.998783	
Q7L7L0	OTHER	0.000693	0.999307	
P58876	OTHER	0.001153	0.998847	
Q96JZ2	OTHER	0.001287	0.998713	
Q9H2U2	OTHER	0.004831	0.995169	
Q86WI0	SP(Sec/SPI)	0.904983	0.095017	CS pos: 20-21. VTA-VT. Pr: 0.3159
Q86UE6	SP(Sec/SPI)	0.554286	0.445714	CS pos: 23-24. VLC-LL. Pr: 0.0926
P20671	OTHER	0.000687	0.999313	
Q86VH5	SP(Sec/SPI)	0.892618	0.107382	CS pos: 30-31. SSA-ER. Pr: 0.6773
Q96KK5	OTHER	0.000751	0.999249	
