Q6ZS62	len=124	ExpAA=23.82	First60=1.39	PredHel=1	Topology=o75-97i
Q6GMV1	len=187	ExpAA=0.07	First60=0.04	PredHel=0	Topology=o
Q9NY61	len=560	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NCB2	len=501	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q99700	len=1313	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q5H9R4	len=360	ExpAA=11.82	First60=0.01	PredHel=0	Topology=o
Q8WZ64	len=1704	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5T5Y3	len=1602	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Q9H3M9	len=355	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q3MJ40	len=725	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H8Y5	len=726	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q99424	len=681	ExpAA=0.30	First60=0.00	PredHel=0	Topology=o
Q8WUX2	len=184	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P02747	len=245	ExpAA=1.19	First60=0.87	PredHel=0	Topology=o
P10635	len=497	ExpAA=37.73	First60=18.70	PredHel=1	Topology=i5-24o
Q9UQB9	len=309	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P0C6C1	len=535	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O75973	len=258	ExpAA=0.35	First60=0.34	PredHel=0	Topology=o
P32929	len=405	ExpAA=1.49	First60=0.00	PredHel=0	Topology=o
O43310	len=598	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5IJ48	len=1285	ExpAA=38.41	First60=15.58	PredHel=2	Topology=i13-35o1225-1247i
Q9Y6Z2	len=57	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6P2P2	len=845	ExpAA=0.27	First60=0.03	PredHel=0	Topology=o
O95639	len=269	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P06881	len=128	ExpAA=1.90	First60=1.90	PredHel=0	Topology=o
Q9BZE7	len=217	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q0D2H9	len=430	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Q9UM11	len=496	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Q08AF8	len=430	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
O00571	len=662	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NET1	len=73	ExpAA=7.84	First60=7.84	PredHel=0	Topology=o
Q96DC8	len=303	ExpAA=1.67	First60=0.00	PredHel=0	Topology=o
P48546	len=466	ExpAA=134.02	First60=0.00	PredHel=5	Topology=o140-162i259-281o296-318i339-361o376-395i
Q8TC99	len=324	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5VUD6	len=431	ExpAA=21.68	First60=21.57	PredHel=1	Topology=i26-48o
P13762	len=266	ExpAA=29.65	First60=7.43	PredHel=1	Topology=o228-250i
Q9H840	len=131	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q5HYR2	len=192	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q3SXM0	len=396	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q96I24	len=572	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O60494	len=3623	ExpAA=1.50	First60=0.32	PredHel=0	Topology=o
Q8WWV6	len=532	ExpAA=19.57	First60=0.00	PredHel=1	Topology=o451-470i
P41970	len=407	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8NDY4	len=140	ExpAA=0.31	First60=0.31	PredHel=0	Topology=o
Q14582	len=209	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96S86	len=360	ExpAA=3.64	First60=3.63	PredHel=0	Topology=o
P0CW19	len=117	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P0DM35	len=61	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q86SG7	len=212	ExpAA=3.43	First60=3.43	PredHel=0	Topology=o
Q7L1W4	len=858	ExpAA=73.06	First60=20.88	PredHel=3	Topology=i26-48o164-183i365-387o
Q3MHD2	len=195	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6ZQY2	len=392	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
P01593	len=117	ExpAA=0.27	First60=0.27	PredHel=0	Topology=o
Q5T754	len=118	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
P53708	len=1063	ExpAA=27.12	First60=4.17	PredHel=1	Topology=o1012-1034i
F2Z398	len=122	ExpAA=2.12	First60=2.05	PredHel=0	Topology=o
Q01581	len=520	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q7Z353	len=690	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BXC0	len=346	ExpAA=147.00	First60=31.54	PredHel=6	Topology=i21-43o53-70i131-153o179-201i221-243o258-280i
P07864	len=332	ExpAA=3.85	First60=3.57	PredHel=0	Topology=o
P04264	len=644	ExpAA=7.65	First60=0.36	PredHel=0	Topology=o
P05231	len=212	ExpAA=14.79	First60=14.78	PredHel=0	Topology=o
Q16787	len=3333	ExpAA=0.92	First60=0.90	PredHel=0	Topology=o
O75052	len=506	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NCU1	len=143	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8TAP6	len=659	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Q9Y2F9	len=522	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Q8NBF6	len=648	ExpAA=2.34	First60=0.00	PredHel=0	Topology=o
P62955	len=275	ExpAA=89.23	First60=22.25	PredHel=4	Topology=i12-34o101-123i130-152o179-201i
Q7Z591	len=1439	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q6ZUJ8	len=805	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q96LS8	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9UMQ3	len=279	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8IYX8	len=460	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q711Q0	len=1435	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
B1AMM8	len=73	ExpAA=0.15	First60=0.15	PredHel=0	Topology=o
Q86Y22	len=540	ExpAA=13.49	First60=13.37	PredHel=0	Topology=o
Q9P296	len=337	ExpAA=157.80	First60=21.51	PredHel=7	Topology=o39-61i73-95o115-137i150-172o203-225i238-260o275-294i
Q14865	len=1188	ExpAA=0.07	First60=0.06	PredHel=0	Topology=o
Q96A33	len=483	ExpAA=9.25	First60=0.11	PredHel=0	Topology=o
Q01432	len=767	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Q8WTX7	len=329	ExpAA=1.10	First60=0.97	PredHel=0	Topology=o
Q9UKL3	len=1982	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5TC12	len=328	ExpAA=9.61	First60=9.60	PredHel=0	Topology=o
P08133	len=673	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P10909	len=449	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
P30988	len=474	ExpAA=154.83	First60=2.25	PredHel=7	Topology=o151-173i186-205o232-254i261-283o298-320i341-359o374-396i
P02654	len=83	ExpAA=2.08	First60=2.08	PredHel=0	Topology=o
Q6UXS0	len=136	ExpAA=0.09	First60=0.08	PredHel=0	Topology=o
P09497	len=229	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6NZY7	len=148	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A0A1B0GUA9	len=212	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q12873	len=2000	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
P19961	len=511	ExpAA=0.07	First60=0.02	PredHel=0	Topology=o
A6NDE8	len=117	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
A6NDY2	len=464	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H819	len=358	ExpAA=18.93	First60=0.00	PredHel=0	Topology=o
Q96SL1	len=478	ExpAA=256.07	First60=8.81	PredHel=12	Topology=i53-75o90-111i116-138o153-175i188-210o230-252i280-302o317-339i344-366o381-403i415-437o441-463i
A6NCC3	len=632	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
P27469	len=103	ExpAA=21.98	First60=21.98	PredHel=1	Topology=i24-46o
Q92499	len=740	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P39086	len=918	ExpAA=68.33	First60=0.84	PredHel=3	Topology=o578-597i654-676o837-859i
A6NGU5	len=568	ExpAA=55.81	First60=22.78	PredHel=2	Topology=i7-29o69-91i
Q14195	len=570	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P19526	len=365	ExpAA=27.42	First60=20.02	PredHel=1	Topology=i9-28o
P15408	len=326	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q4G0M1	len=354	ExpAA=19.82	First60=19.69	PredHel=1	Topology=i12-29o
Q4ZHG4	len=1894	ExpAA=15.09	First60=14.92	PredHel=0	Topology=o
Q7L5Y6	len=550	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P46095	len=362	ExpAA=159.80	First60=5.81	PredHel=7	Topology=o75-97i110-132o142-164i185-207o227-246i277-299o309-331i
Q9GZT9	len=426	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6ZN03	len=302	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q5JVL4	len=640	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
O00418	len=725	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96MZ0	len=367	ExpAA=26.05	First60=0.00	PredHel=1	Topology=o340-362i
Q15723	len=593	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
P35638	len=169	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5W0A0	len=696	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
P41214	len=584	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
P0C7U0	len=828	ExpAA=35.78	First60=11.85	PredHel=1	Topology=o418-440i
Q14393	len=678	ExpAA=0.82	First60=0.72	PredHel=0	Topology=o
O43716	len=136	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O43708	len=216	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q6ZMW3	len=1958	ExpAA=10.98	First60=10.78	PredHel=0	Topology=o
Q9YNA8	len=666	ExpAA=0.21	First60=0.06	PredHel=0	Topology=o
O95822	len=493	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
P31995	len=323	ExpAA=23.21	First60=0.27	PredHel=1	Topology=o224-246i
P61962	len=342	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P02679	len=453	ExpAA=20.74	First60=20.73	PredHel=1	Topology=i9-31o
Q9HCQ5	len=603	ExpAA=20.61	First60=20.50	PredHel=1	Topology=i7-29o
Q9UJT9	len=491	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H7H0	len=456	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Q8NA82	len=808	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q06136	len=332	ExpAA=48.64	First60=30.10	PredHel=1	Topology=i2-24o
Q8TF76	len=798	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96BZ8	len=264	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O76095	len=146	ExpAA=20.33	First60=0.01	PredHel=1	Topology=o109-126i
Q92831	len=832	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Q6YP21	len=454	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
A0A0C4DH67	len=115	ExpAA=0.56	First60=0.55	PredHel=0	Topology=o
O60271	len=1321	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
O00221	len=500	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Q8IV36	len=788	ExpAA=6.56	First60=0.00	PredHel=0	Topology=o
Q86WU2	len=507	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
Q8IZT6	len=3477	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Q9NQS1	len=362	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NRL2	len=1556	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q1T7F1	len=81	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N1I8	len=211	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NS85	len=328	ExpAA=0.10	First60=0.09	PredHel=0	Topology=o
Q8NHW4	len=92	ExpAA=20.92	First60=20.91	PredHel=1	Topology=i5-27o
Q6PJG6	len=821	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P05089	len=322	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q02338	len=343	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Q8IW93	len=802	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5VTE6	len=544	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q0VFZ6	len=552	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9Y259	len=395	ExpAA=1.56	First60=0.00	PredHel=0	Topology=o
A6NNJ1	len=464	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P10643	len=843	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
Q8IZF6	len=3080	ExpAA=171.23	First60=12.96	PredHel=7	Topology=o2744-2766i2779-2801o2806-2828i2849-2871o2896-2918i2939-2961o2966-2988i
Q8IZF4	len=528	ExpAA=156.62	First60=0.21	PredHel=7	Topology=o249-271i283-305o320-342i354-376o414-436i457-479o483-505i
A8MX19	len=464	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6ZVF9	len=776	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P11488	len=350	ExpAA=11.26	First60=0.03	PredHel=0	Topology=o
Q13216	len=396	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Q5VW38	len=600	ExpAA=136.44	First60=0.08	PredHel=7	Topology=o265-284i297-319o334-356i369-388o403-425i493-515o525-544i
Q9H4H8	len=585	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
H3BQW9	len=127	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P35462	len=400	ExpAA=154.09	First60=22.85	PredHel=7	Topology=o32-54i67-89o104-126i150-172o192-214i331-353o368-390i
P19875	len=107	ExpAA=6.30	First60=6.30	PredHel=0	Topology=o
Q8IXL6	len=584	ExpAA=20.11	First60=20.11	PredHel=1	Topology=i9-31o
Q8NHQ9	len=600	ExpAA=0.40	First60=0.19	PredHel=0	Topology=o
P21917	len=419	ExpAA=161.95	First60=28.78	PredHel=7	Topology=o37-59i72-94o109-131i152-174o194-216i344-366o381-403i
Q12959	len=904	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q8TC84	len=345	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q14416	len=872	ExpAA=146.53	First60=0.67	PredHel=7	Topology=o567-589i602-624o634-651i678-700o728-747i760-782o797-819i
Q8IUY3	len=354	ExpAA=20.36	First60=0.00	PredHel=1	Topology=o315-332i
P30679	len=374	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
Q14832	len=879	ExpAA=146.24	First60=1.48	PredHel=6	Topology=o577-599i612-634o687-709i737-756o771-793i806-828o
Q96KT0	len=104	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P16930	len=419	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q53RD9	len=439	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q9H2A7	len=254	ExpAA=37.33	First60=14.48	PredHel=1	Topology=o204-226i
O75899	len=941	ExpAA=161.07	First60=5.01	PredHel=7	Topology=o482-504i517-539o554-576i597-619o654-676i696-713o723-745i
Q15370	len=118	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BTZ2	len=278	ExpAA=0.07	First60=0.02	PredHel=0	Topology=o
Q9NUU7	len=478	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q9HCS5	len=686	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P56555	len=118	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96HY7	len=919	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q9BTV5	len=496	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
O43143	len=795	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q13361	len=173	ExpAA=1.79	First60=1.79	PredHel=0	Topology=o
Q9NWU2	len=228	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96C03	len=454	ExpAA=19.94	First60=19.77	PredHel=1	Topology=i30-47o
Q99543	len=621	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N1L1	len=170	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NES8	len=71	ExpAA=2.17	First60=2.17	PredHel=0	Topology=o
Q6UX04	len=472	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q14147	len=1143	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
P06340	len=250	ExpAA=23.32	First60=0.12	PredHel=1	Topology=o226-248i
Q8WWB7	len=406	ExpAA=48.07	First60=19.18	PredHel=2	Topology=i7-29o372-394i
Q6ZVH7	len=1005	ExpAA=0.23	First60=0.19	PredHel=0	Topology=o
B1AK53	len=854	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8TBJ5	len=459	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P57773	len=515	ExpAA=73.51	First60=19.93	PredHel=2	Topology=o15-37i210-232o
O15544	len=149	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
O14843	len=346	ExpAA=150.14	First60=33.80	PredHel=7	Topology=o15-40i52-74o89-111i132-154o188-210i223-241o256-278i
P11926	len=461	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
P42566	len=896	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6PIJ6	len=1188	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
P47211	len=349	ExpAA=155.25	First60=22.98	PredHel=7	Topology=o37-59i72-94o109-131i151-173o205-227i248-270o285-307i
P52569	len=658	ExpAA=301.08	First60=19.91	PredHel=14	Topology=i39-57o67-86i99-121o162-184i189-211o249-271i292-314o339-358i388-405o410-432i493-515o525-544i556-578o583-602i
Q9UHL3	len=310	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P0DPI2	len=268	ExpAA=0.31	First60=0.30	PredHel=0	Topology=o
P55265	len=1226	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Q96JK2	len=942	ExpAA=0.04	First60=0.02	PredHel=0	Topology=o
Q15768	len=340	ExpAA=42.27	First60=20.25	PredHel=2	Topology=i13-35o225-247i
Q8TAM6	len=284	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6ZRQ5	len=1243	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
A6ND01	len=250	ExpAA=0.49	First60=0.09	PredHel=0	Topology=o
P07195	len=334	ExpAA=0.24	First60=0.20	PredHel=0	Topology=o
O95256	len=599	ExpAA=23.16	First60=0.30	PredHel=1	Topology=o360-382i
Q6UWW0	len=184	ExpAA=0.61	First60=0.61	PredHel=0	Topology=o
P04180	len=440	ExpAA=42.36	First60=21.64	PredHel=2	Topology=o10-32i199-216o
Q5T5B0	len=92	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Q01344	len=420	ExpAA=21.90	First60=1.00	PredHel=1	Topology=o342-361i
P20702	len=1163	ExpAA=24.82	First60=2.23	PredHel=1	Topology=o1109-1131i
Q92613	len=823	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5T7N3	len=995	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q68E01	len=1043	ExpAA=2.81	First60=2.69	PredHel=0	Topology=o
Q92985	len=503	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q04917	len=246	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q15052	len=776	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O75366	len=819	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q13155	len=320	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q8N535	len=108	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8TD31	len=782	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P33681	len=288	ExpAA=32.95	First60=10.17	PredHel=1	Topology=o247-269i
Q8NEN0	len=867	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Q8N350	len=705	ExpAA=28.71	First60=21.25	PredHel=1	Topology=i45-67o
Q8N8U2	len=506	ExpAA=2.85	First60=0.00	PredHel=0	Topology=o
H3BNL8	len=230	ExpAA=0.56	First60=0.05	PredHel=0	Topology=o
Q8N5I2	len=433	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H257	len=536	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
A6NEK1	len=342	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q5VUY2	len=407	ExpAA=40.61	First60=34.64	PredHel=1	Topology=i2-24o
P31997	len=349	ExpAA=0.58	First60=0.30	PredHel=0	Topology=o
Q5JW98	len=314	ExpAA=84.56	First60=32.07	PredHel=4	Topology=i12-34o49-71i99-121o188-207i
O75150	len=1001	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q08289	len=660	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Q9UNI1	len=258	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q08043	len=901	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
O94805	len=426	ExpAA=0.19	First60=0.01	PredHel=0	Topology=o
Q8N4G2	len=192	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q6P587	len=224	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q8WW38	len=1151	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P01148	len=92	ExpAA=2.07	First60=2.07	PredHel=0	Topology=o
O00155	len=361	ExpAA=157.64	First60=18.67	PredHel=7	Topology=o42-64i77-99o119-141i154-176o202-224i245-267o287-309i
Q6NUT2	len=758	ExpAA=213.62	First60=0.00	PredHel=9	Topology=i110-127o193-215i243-265o269-286i299-321o341-363i372-394o487-509i530-552o
Q49SQ1	len=333	ExpAA=156.18	First60=22.96	PredHel=7	Topology=o31-53i65-87o102-124i144-166o200-222i243-265o280-302i
Q9NX74	len=493	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
Q7L576	len=1253	ExpAA=0.36	First60=0.00	PredHel=0	Topology=o
Q53EP0	len=1204	ExpAA=22.60	First60=0.00	PredHel=1	Topology=o1179-1201i
O60548	len=495	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
Q96P67	len=336	ExpAA=135.21	First60=30.09	PredHel=6	Topology=o20-42i54-76o91-113i155-177o203-225i246-268o
Q6YFQ2	len=88	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9HCL2	len=828	ExpAA=5.46	First60=0.00	PredHel=0	Topology=o
P49619	len=791	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Q96AQ9	len=280	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
O14842	len=300	ExpAA=151.17	First60=38.41	PredHel=7	Topology=o5-27i40-59o79-101i122-144o188-210i223-245o260-282i
Q96DN0	len=273	ExpAA=0.55	First60=0.04	PredHel=0	Topology=o
P23771	len=443	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NPB8	len=672	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
A6NG13	len=374	ExpAA=22.82	First60=22.33	PredHel=1	Topology=i7-29o
Q9NQG1	len=85	ExpAA=22.10	First60=22.10	PredHel=1	Topology=o20-42i
P05114	len=100	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96JB6	len=756	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
O00187	len=686	ExpAA=0.29	First60=0.02	PredHel=0	Topology=o
Q9UKM7	len=699	ExpAA=21.55	First60=0.05	PredHel=1	Topology=i86-105o
Q9Y546	len=428	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
A0A1B0GWH4	len=333	ExpAA=0.46	First60=0.00	PredHel=0	Topology=o
O75096	len=1905	ExpAA=23.13	First60=0.54	PredHel=1	Topology=o1724-1746i
Q96HR3	len=178	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P83369	len=360	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q9P2M1	len=347	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q2VPJ9	len=315	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Q9P2H3	len=777	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q9H756	len=370	ExpAA=22.96	First60=0.15	PredHel=1	Topology=o269-291i
Q16777	len=129	ExpAA=1.40	First60=0.95	PredHel=0	Topology=o
P60008	len=231	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O14964	len=777	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P41236	len=205	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N9B5	len=988	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q05469	len=1076	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q2M3T9	len=481	ExpAA=4.97	First60=4.30	PredHel=0	Topology=o
P31268	len=230	ExpAA=0.18	First60=0.17	PredHel=0	Topology=o
P86397	len=168	ExpAA=1.02	First60=0.04	PredHel=0	Topology=o
P04792	len=205	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P09016	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q16566	len=473	ExpAA=0.32	First60=0.02	PredHel=0	Topology=o
Q16082	len=182	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96NT3	len=240	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q9UBY9	len=170	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5TA82	len=110	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Q9C0E8	len=428	ExpAA=44.83	First60=18.09	PredHel=2	Topology=i44-66o76-98i
O00505	len=521	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Q6NXT2	len=135	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Q14CN4	len=511	ExpAA=0.70	First60=0.37	PredHel=0	Topology=o
Q9UK76	len=154	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8WWI1	len=1683	ExpAA=1.14	First60=1.13	PredHel=0	Topology=o
Q75N03	len=491	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NUK0	len=354	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
Q9BVC4	len=326	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q15049	len=377	ExpAA=157.71	First60=9.20	PredHel=7	Topology=i51-73o113-135i142-164o197-219i228-250o260-282i303-325o
Q8IYU8	len=434	ExpAA=3.84	First60=3.76	PredHel=0	Topology=o
Q16048	len=86	ExpAA=0.43	First60=0.43	PredHel=0	Topology=i
Q96QS6	len=385	ExpAA=4.55	First60=0.00	PredHel=0	Topology=o
Q9NTI7	len=297	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N6M8	len=205	ExpAA=14.67	First60=0.00	PredHel=0	Topology=o
Q6H9L7	len=571	ExpAA=21.74	First60=21.74	PredHel=1	Topology=i7-29o
