Accession	TMHMM #TM	TMHMMI	TMHMMO	TMHMMRatio(O/I)	Phobius #TM	PhobiusI	PhobiusO	PhobiusRatio(O/I)	consensus #TM	consensusI	consensusO	consensusRatio(O/I)	inclusive #TM	inclusiveI	inclusiveO	inclusiveRatio(O/I)
O60437	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TEW8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BSC4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P18509	0	0	0	inf	0	0	152	inf	0	0	0	inf	0	0	152	inf
O60391	4	169	786	4.650887573964497	5	218	697	3.197247706422018	4	0	520	inf	5	387	963	2.488372093023256
P43699	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y6F6	1	40	841	21.025	1	40	817	20.425	1	40	813	20.325	1	40	845	21.125
P45877	1	6	183	30.5	0	0	189	inf	0	0	183	inf	1	6	189	31.5
O95299	0	0	0	inf	0	0	336	inf	0	0	0	inf	0	0	336	inf
Q8WW12	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43663	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5SGD2	0	0	0	inf	1	19	320	16.842105263157894	0	0	0	inf	1	19	320	16.842105263157894
Q8IXM7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NHP6	1	3	492	164.0	1	1	492	492.0	1	1	492	492.0	1	3	492	164.0
Q9H8H0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z3G6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92979	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N819	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NPF4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H813	1	63	264	4.190476190476191	2	82	220	2.682926829268293	1	63	220	3.492063492063492	2	82	264	3.2195121951219514
Q9NPB6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P47900	6	201	37	0.18407960199004975	6	42	195	4.642857142857143	6	0	0	inf	6	243	232	0.9547325102880658
Q5JSZ5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5VU65	2	64	1778	27.78125	1	56	1774	31.678571428571427	1	52	1774	34.11538461538461	2	68	1778	26.147058823529413
E5RG02	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43900	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IZ57	2	118	31	0.2627118644067797	2	114	30	0.2631578947368421	2	114	30	0.2631578947368421	2	118	31	0.2627118644067797
Q7RTP0	8	66	82	1.2424242424242424	9	60	63	1.05	8	22	31	1.4090909090909092	9	104	114	1.0961538461538463
Q9UGY1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6IN84	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q0D2K0	8	193	89	0.46113989637305697	9	172	106	0.6162790697674418	8	115	26	0.22608695652173913	9	250	169	0.676
O94818	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P36551	0	0	0	inf	1	360	72	0.2	0	0	0	inf	1	360	72	0.2
Q9Y2B9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NA72	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86SG6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96LQ0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6VY07	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6WQI6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99784	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6NW34	0	0	0	inf	1	380	168	0.4421052631578947	0	0	0	inf	1	380	168	0.4421052631578947
Q8TEZ7	6	144	78	0.5416666666666666	8	130	44	0.3384615384615385	6	109	31	0.28440366972477066	8	165	91	0.5515151515151515
Q8NGS4	7	70	93	1.3285714285714285	7	69	100	1.4492753623188406	7	68	85	1.25	7	71	108	1.5211267605633803
Q9ULW8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P41271	0	0	0	inf	0	0	164	inf	0	0	0	inf	0	0	164	inf
Q96KF2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NI37	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z3K3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q0ZGT2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TCE9	0	0	0	inf	1	108	11	0.10185185185185185	0	0	0	inf	1	108	11	0.10185185185185185
O95989	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9ULN7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NBZ9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8ND90	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BW91	0	0	0	inf	0	0	330	inf	0	0	0	inf	0	0	330	inf
P08949	1	6	92	15.333333333333334	0	0	91	inf	0	0	91	inf	1	6	92	15.333333333333334
Q53GA4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6TGC4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NPB1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P53041	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P63136	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O76041	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UQG0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P63133	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P35813	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99572	1	24	548	22.833333333333332	2	286	268	0.9370629370629371	1	0	240	inf	2	310	576	1.8580645161290323
O15355	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UMX5	0	0	0	inf	0	0	141	inf	0	0	0	inf	0	0	141	inf
P61601	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92859	1	334	1104	3.305389221556886	1	333	1070	3.2132132132132134	1	333	1070	3.2132132132132134	1	334	1104	3.305389221556886
P78395	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96NZ9	0	0	0	inf	0	0	131	inf	0	0	0	inf	0	0	131	inf
Q96QH2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P01236	0	0	0	inf	0	0	199	inf	0	0	0	inf	0	0	199	inf
Q99551	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BUH6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95007	7	64	90	1.40625	7	62	77	1.2419354838709677	7	57	76	1.3333333333333333	7	69	91	1.318840579710145
B2RBV5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O00254	7	61	155	2.540983606557377	7	56	135	2.4107142857142856	7	53	129	2.4339622641509435	7	64	161	2.515625
Q5K4E3	0	0	0	inf	0	0	833	inf	0	0	0	inf	0	0	833	inf
Q96A00	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q53F19	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P13591	1	112	723	6.455357142857143	1	112	703	6.276785714285714	1	112	703	6.276785714285714	1	112	723	6.455357142857143
Q8N3J5	0	0	0	inf	0	0	358	inf	0	0	0	inf	0	0	358	inf
P10163	0	0	0	inf	0	0	292	inf	0	0	0	inf	0	0	292	inf
Q96C90	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96MI6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NGW1	7	74	102	1.3783783783783783	7	72	101	1.4027777777777777	7	70	95	1.3571428571428572	7	76	108	1.4210526315789473
O75425	2	178	14	0.07865168539325842	2	177	11	0.062146892655367235	2	177	10	0.05649717514124294	2	178	15	0.08426966292134831
P48634	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13951	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NXH3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96D46	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P09466	0	0	0	inf	0	0	162	inf	0	0	0	inf	0	0	162	inf
O96001	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P58417	0	0	0	inf	0	0	250	inf	0	0	0	inf	0	0	250	inf
Q2TBC4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N8Q9	9	105	54	0.5142857142857142	9	110	57	0.5181818181818182	9	105	50	0.47619047619047616	9	110	61	0.5545454545454546
A4D2B8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P51665	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P1A2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NCQ7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H4B0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
E7EU14	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z6G3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O00264	1	153	19	0.12418300653594772	1	152	24	0.15789473684210525	1	152	19	0.125	1	153	24	0.1568627450980392
O43913	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P49757	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UM47	0	0	0	inf	1	656	1603	2.4435975609756095	0	0	0	inf	1	656	1603	2.4435975609756095
O94856	1	109	1215	11.146788990825687	1	109	1192	10.935779816513762	1	109	1191	10.926605504587156	1	109	1216	11.155963302752294
Q6UWY2	0	0	0	inf	0	0	252	inf	0	0	0	inf	0	0	252	inf
Q9UL46	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99466	0	0	0	inf	3	612	1307	2.1356209150326797	0	0	0	inf	3	612	1307	2.1356209150326797
Q8N8D1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z4N8	0	0	0	inf	0	0	518	inf	0	0	0	inf	0	0	518	inf
Q9NST1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O15496	1	133	9	0.06766917293233082	0	0	132	inf	0	0	0	inf	1	133	141	1.0601503759398496
Q8IXK0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O15146	2	119	704	5.915966386554622	1	351	472	1.3447293447293447	1	119	472	3.966386554621849	2	351	704	2.005698005698006
Q5VVJ2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99436	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P12694	0	0	0	inf	0	0	411	inf	0	0	0	inf	0	0	411	inf
Q01064	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NQN1	7	72	89	1.2361111111111112	7	61	110	1.8032786885245902	7	59	88	1.4915254237288136	7	74	111	1.5
Q8NGV0	7	70	83	1.1857142857142857	7	61	95	1.5573770491803278	7	61	82	1.3442622950819672	7	70	96	1.3714285714285714
A6NH00	7	64	92	1.4375	6	41	135	3.292682926829268	6	40	86	2.15	7	65	141	2.169230769230769
O14770	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5U5Q3	0	0	0	inf	0	0	640	inf	0	0	0	inf	0	0	640	inf
O43504	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NZL9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N6F8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y3C7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P20774	0	0	0	inf	0	0	279	inf	0	0	0	inf	0	0	279	inf
P69905	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P12980	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BYJ1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NR34	1	22	585	26.59090909090909	1	587	22	0.03747870528109029	1	0	0	inf	1	609	607	0.9967159277504105
Q6UY18	1	36	534	14.833333333333334	1	36	503	13.972222222222221	1	36	503	13.972222222222221	1	36	534	14.833333333333334
A6NJ69	0	0	0	inf	0	0	23	inf	0	0	0	inf	0	0	23	inf
Q9Y663	0	0	0	inf	1	20	366	18.3	0	0	0	inf	1	20	366	18.3
Q12866	1	475	501	1.0547368421052632	1	476	476	1.0	1	475	476	1.0021052631578948	1	476	501	1.0525210084033614
Q9Y661	0	0	0	inf	1	34	403	11.852941176470589	0	0	0	inf	1	34	403	11.852941176470589
Q9ULI3	1	111	1247	11.234234234234235	1	108	1216	11.25925925925926	1	108	1216	11.25925925925926	1	111	1247	11.234234234234235
Q8TF66	1	20	538	26.9	1	17	517	30.41176470588235	1	17	517	30.41176470588235	1	20	538	26.9
Q17R60	0	0	0	inf	0	0	777	inf	0	0	0	inf	0	0	777	inf
Q53FT3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z5L9	0	0	0	inf	0	0	572	inf	0	0	0	inf	0	0	572	inf
Q03013	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P50221	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H9V9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q4G148	1	6	411	68.5	0	0	418	inf	0	0	411	inf	1	6	418	69.66666666666667
O15397	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P01764	0	0	0	inf	0	0	98	inf	0	0	0	inf	0	0	98	inf
P0C870	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5VTY9	8	218	100	0.45871559633027525	12	102	150	1.4705882352941178	8	96	97	1.0104166666666667	12	224	153	0.6830357142857143
P52926	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0DP03	0	0	0	inf	0	0	98	inf	0	0	0	inf	0	0	98	inf
O15379	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P31267	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9ULR0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P01825	0	0	0	inf	0	0	97	inf	0	0	0	inf	0	0	97	inf
Q02846	1	464	616	1.3275862068965518	2	653	401	0.6140888208269525	1	37	0	0.0	2	1080	1017	0.9416666666666667
C9JL84	0	0	0	inf	0	0	502	inf	0	0	0	inf	0	0	502	inf
P09105	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A0B4J2H0	0	0	0	inf	0	0	98	inf	0	0	0	inf	0	0	98	inf
Q5T7P3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q12907	1	11	322	29.272727272727273	1	11	322	29.272727272727273	1	11	322	29.272727272727273	1	11	322	29.272727272727273
Q86UK5	2	266	996	3.744360902255639	1	987	266	0.2695035460992908	1	0	0	inf	2	1253	1262	1.0071827613727056
Q8NFR9	1	190	454	2.389473684210526	1	192	431	2.2447916666666665	1	190	431	2.268421052631579	1	192	454	2.3645833333333335
Q17RG1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q01650	11	161	110	0.6832298136645962	12	176	70	0.3977272727272727	11	125	56	0.448	12	212	124	0.5849056603773585
P17481	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9ULH0	4	12	1670	139.16666666666666	4	12	1674	139.5	4	12	1670	139.16666666666666	4	12	1674	139.5
P50053	0	0	0	inf	0	0	276	inf	0	0	0	inf	0	0	276	inf
Q9NWT6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P48051	2	325	52	0.16	3	243	111	0.4567901234567901	2	232	19	0.08189655172413793	3	336	144	0.42857142857142855
Q86U70	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q3LI64	1	29	19	0.6551724137931034	0	0	0	inf	0	0	0	inf	1	29	19	0.6551724137931034
P06315	0	0	0	inf	0	0	95	inf	0	0	0	inf	0	0	95	inf
Q9BSH5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IUC3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IYD2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O00139	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13351	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y5K2	1	6	230	38.333333333333336	0	0	228	inf	0	0	228	inf	1	6	230	38.333333333333336
Q96S96	0	0	0	inf	0	0	205	inf	0	0	0	inf	0	0	205	inf
P10619	0	0	0	inf	0	0	452	inf	0	0	0	inf	0	0	452	inf
Q08AG7	0	0	0	inf	0	0	62	inf	0	0	0	inf	0	0	62	inf
Q9UQ72	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O75200	0	0	0	inf	0	0	389	inf	0	0	0	inf	0	0	389	inf
Q8NGC8	7	74	83	1.1216216216216217	7	63	94	1.492063492063492	7	62	78	1.2580645161290323	7	75	99	1.32
Q9Y4B5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UQK1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
B4DH59	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BZL4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y639	1	38	337	8.868421052631579	1	38	311	8.18421052631579	1	38	309	8.131578947368421	1	38	339	8.921052631578947
Q9Y233	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13093	0	0	0	inf	0	0	420	inf	0	0	0	inf	0	0	420	inf
Q02750	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NGU4	5	54	150	2.7777777777777777	5	45	154	3.422222222222222	5	45	149	3.311111111111111	5	54	155	2.8703703703703702
O95168	1	24	87	3.625	1	24	86	3.5833333333333335	1	24	86	3.5833333333333335	1	24	87	3.625
Q8WWG1	1	32	60	1.875	1	32	63	1.96875	1	32	60	1.875	1	32	63	1.96875
Q96PH1	7	419	192	0.45823389021479716	7	396	217	0.547979797979798	7	393	192	0.48854961832061067	7	422	217	0.514218009478673
Q8NAT1	0	0	0	inf	0	0	564	inf	0	0	0	inf	0	0	564	inf
Q9BW27	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z3E1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43422	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
H3BUK9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NA29	11	179	122	0.6815642458100558	10	151	167	1.1059602649006623	10	46	7	0.15217391304347827	11	284	282	0.9929577464788732
P01178	0	0	0	inf	0	0	103	inf	0	0	0	inf	0	0	103	inf
Q99567	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P16499	0	0	0	inf	1	185	657	3.5513513513513515	0	0	0	inf	1	185	657	3.5513513513513515
Q9NZ20	0	0	0	inf	0	0	490	inf	0	0	0	inf	0	0	490	inf
Q9UH64	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z3H0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43242	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BXB4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IVL1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q149M9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7RTS3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NGF4	7	110	55	0.5	7	51	99	1.9411764705882353	7	0	0	inf	7	161	154	0.9565217391304348
A6NJU9	0	0	0	inf	1	1054	59	0.055977229601518026	0	0	0	inf	1	1054	59	0.055977229601518026
A6NIJ9	7	72	87	1.2083333333333333	6	49	129	2.63265306122449	6	48	84	1.75	7	73	132	1.8082191780821917
A6NNL0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NHR9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H9S0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A2RRP1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96T60	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NGP6	6	76	101	1.3289473684210527	7	70	89	1.2714285714285714	6	51	62	1.2156862745098038	7	95	128	1.3473684210526315
Q9Y6D6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6H8Y1	0	0	0	inf	1	309	2295	7.427184466019417	0	0	0	inf	1	309	2295	7.427184466019417
P55774	0	0	0	inf	0	0	69	inf	0	0	0	inf	0	0	69	inf
Q8N9P6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P41208	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43707	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43313	0	0	0	inf	0	0	802	inf	0	0	0	inf	0	0	802	inf
Q9NUI1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IWJ2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q01740	0	0	0	inf	1	1	496	496.0	0	0	0	inf	1	1	496	496.0
P25090	7	103	87	0.8446601941747572	7	96	88	0.9166666666666666	7	94	78	0.8297872340425532	7	105	97	0.9238095238095239
O71037	2	509	144	0.2829076620825147	2	509	141	0.2770137524557957	2	509	141	0.2770137524557957	2	509	144	0.2829076620825147
Q14449	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P61978	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P51512	1	20	564	28.2	1	22	527	23.954545454545453	1	20	527	26.35	1	22	564	25.636363636363637
Q8TD10	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A0C4DH62	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q02779	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P55081	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TD08	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P48740	0	0	0	inf	0	0	680	inf	0	0	0	inf	0	0	680	inf
Q6UXD1	1	83	9	0.10843373493975904	1	80	11	0.1375	1	80	9	0.1125	1	83	11	0.13253012048192772
Q12912	1	36	496	13.777777777777779	1	41	495	12.073170731707316	1	36	495	13.75	1	41	496	12.097560975609756
O43772	3	23	213	9.26086956521739	3	22	216	9.818181818181818	3	21	213	10.142857142857142	3	24	216	9.0
O15021	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P82970	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BY79	1	66	490	7.424242424242424	1	64	489	7.640625	1	64	489	7.640625	1	66	490	7.424242424242424
Q96JG8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
C9JCN9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96GY3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7L7L0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P58876	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96JZ2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H2U2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86WI0	4	54	74	1.3703703703703705	3	42	84	2.0	3	42	68	1.619047619047619	4	54	90	1.6666666666666667
Q86UE6	1	72	427	5.930555555555555	1	72	404	5.611111111111111	1	72	404	5.611111111111111	1	72	427	5.930555555555555
P20671	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86VH5	2	143	392	2.7412587412587412	1	139	389	2.7985611510791366	1	139	389	2.7985611510791366	2	143	392	2.7412587412587412
Q96KK5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q53H82	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5W064	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14532	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5VUJ6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O96004	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UHB6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P50851	0	0	0	inf	2	105	2720	25.904761904761905	0	0	0	inf	2	105	2720	25.904761904761905
P01860	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P54257	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IYS2	2	40	551	13.775	1	20	548	27.4	1	20	548	27.4	2	40	551	13.775
O43364	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WW32	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96L50	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y257	6	76	104	1.368421052631579	5	82	101	1.2317073170731707	5	71	91	1.2816901408450705	6	87	114	1.3103448275862069
Q8NBE8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZWB6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q93100	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P14616	1	353	921	2.6090651558073654	1	353	898	2.543909348441926	1	353	898	2.543909348441926	1	353	921	2.6090651558073654
Q53G59	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H209	6	52	130	2.5	7	64	104	1.625	6	41	86	2.097560975609756	7	75	148	1.9733333333333334
Q7Z494	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86WI1	0	0	0	inf	1	10	4187	418.7	0	0	0	inf	1	10	4187	418.7
Q15165	0	0	0	inf	0	0	336	inf	0	0	0	inf	0	0	336	inf
Q96J65	9	295	845	2.864406779661017	11	714	390	0.5462184873949579	9	198	315	1.5909090909090908	11	811	920	1.1344019728729964
Q9BRX5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q00888	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q494U1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
